Дата визита;Амбассадор;Название заведения;Адрес заведения;Bliss ( что стоит в работе );WHITE LINE  ( что стоит в работе );BLACK LINE  ( что стоит в работе );CIGAR LINE  ( что стоит в работе )
09.10.2025;Кравцов Денис;Запой Гастробар;Москва, Ленинградское шоссе, 68, 125565 • этаж 2;;ОАЗИС (МАНГО ЛИЧИ АПЕЛЬСИН), ПЕСОЧНОЕ ПЕЧЕНЬЕ, ЧЕРЁМУХА, SWITTLES (ФРУКТОВОЕ ДРАЖЕ);;
09.10.2025;Кравцов Денис;Lightroom;Москва, Ленинградское шоссе, 84, стр. 1;;ГРУТ (МОЖЖЕВЕЛЬНИК КОРА ДУБА), ПЕСОЧНОЕ ПЕЧЕНЬЕ;;
09.10.2025;Кравцов Денис;Дуть;Москва, улица Адмирала Макарова, 41, корп. 1, 125212;;ВИШНЁВЫЙ СОК, ГРУТ (МОЖЖЕВЕЛЬНИК КОРА ДУБА), ЗЕЛЁНОЕ ЯБЛОКО ( БЕЗ АНИСА), ЛАВАНДА ФЕЙХОА, ЛАВАНДОВЫЙ ТОНИК;ЛАВАНДА;БАЗА, ГРЕЦКИЙ, ДЖИН
09.10.2025;Кравцов Денис;Мята Lounge;Москва, улица Адмирала Макарова, 6, стр. 13, 125212 • этаж 1;;БАЗИЛИК ЛАЙМ, БАНАН, БАРБАРИС, ГАСПАЧО, ГРУТ (МОЖЖЕВЕЛЬНИК КОРА ДУБА), ГРУША ГОРГОНЗОЛА, КАКТУС ПОМЕЛО, КЛУБНИКА ОГУРЕЦ, ЛАВАНДА ФЕЙХОА, ЛАВАНДОВЫЙ ТОНИК, ЛИМОНЧЕЛЛО, ОАЗИС (МАНГО ЛИЧИ АПЕЛЬСИН), ПЕСОЧНОЕ ПЕЧЕНЬЕ, ПОСЛЕДНИЙ САМУРАЙ (ВАНИЛЬ ВИШНЯ ЖАСМИН), СМОРОДИНА ЧАБРЕЦ, SWITTLES (ФРУКТОВОЕ ДРАЖЕ);СЛИВА АБРИКОС, ЧЁРНАЯ СМОРОДИНА;ГРЕЦКИЙ, ДЖИН
09.10.2025;Эдуард Цепелев;Клауд;Пермь, улица Газеты Звезда, 33, 614000 • этаж цокольный;;;;
09.10.2025;Шарков Роман;Бен-Эмир;Республика Башкортостан, Уфа, улица Менделеева, 137/2 • ТРК Иремель;АПЕЛЬСИН, АРБУЗНАЯ ЖВАЧКА, ДЫНЯ, КИСЛАЯ СМОРОДИНА, КЛУБНИКА, КОКОС, КРАСНЫЙ ВИНОГРАД, ЛИМОН, ЛИМОНЧЕЛЛО, МАЛИНА, МАНГО, ПЕРСИК ЙОГУРТ, СЛИВОЧНЫЙ КРЕМ, ТРОПИЧЕСКИЙ СМУЗИ, ХВОЯ, ЧЕРНИЧНЫЙ СОРБЕТ, ЯГОДНЫЙ СМУЗИ, PINK SHOT, КИВИ;АРБУЗ ЯГОДЫ, БАНАН, БАРБАРИС, ВИНОГРАД МЯТА, ВИШНЁВЫЙ СОК, ВИНОГРАДНЫЙ НАПИТОК, ГРУША, ГРУША ГОРГОНЗОЛА, ДЫНЯ ЙОГУРТ, ЗЕЛЁНОЕ ЯБЛОКО ( БЕЗ АНИСА), ЗЕЛЕНЫЙ ЧАЙ, ИНДИГО (ЧЕРНИКА МАЛИНА БУЗИНА), КИСЛАЯ МАЛИНА, КЛУБНИКА ОГУРЕЦ, ЛАВАНДА ФЕЙХОА, ЛАВАНДОВЫЙ ТОНИК, ЛИМОН, МАЛИНА, МАРАКУЙЯ, МАРАСКИНО ЧЕРРИ, ПЕРСИК, ПЕСОЧНОЕ ПЕЧЕНЬЕ, СМОРОДИНА ЧАБРЕЦ, ФРУКТОВАЯ КОНФЕТА, ЧЕРЁМУХА, SWITTLES (ФРУКТОВОЕ ДРАЖЕ), АРБУЗ ДЫНЯ;АНАНАС, АРБУЗ, ТОРФЯНОЙ ВИСКИ, УРАЛ, ЧЕРНИКА РОМАШКА;АНАНАС, ГРЕЦКИЙ, ЧЁРНЫЙ ПЕРЕЦ, ВИНОГРАД
09.10.2025;Эдуард Цепелев;Curtiss;Пермь, Сибирская улица, 8, 614000 • этаж цокольный;АПЕЛЬСИН, ЧЕРНИЧНЫЙ СОРБЕТ;МАРАКУЙЯ, СМОРОДИНА КРЫЖОВНИК, ЧЕРНОСЛИВ КЕДР;;МОРКОВНЫЙ ФРЕШ
09.10.2025;Кравцов Денис;Мята Lounge;Москва, улица Викторенко, 4, корп. 1, 125167;;ГОЛУБИКА, ГРУША ГОРГОНЗОЛА, ЛИМОН, ПЕСОЧНОЕ ПЕЧЕНЬЕ, ЧЕРНОСЛИВ КЕДР, ЧУПА ЭНЕРДЖИ;;
09.10.2025;Кравцов Денис;I'm Smoking;Москва, улица Викторенко, 3;;ГРУТ (МОЖЖЕВЕЛЬНИК КОРА ДУБА), ГРУША, ДЫНЯ ЙОГУРТ;;
09.10.2025;Кравцов Денис;Gosu Aeroport;Москва, Ленинградский проспект, 47, стр. 19, 125167;;ВИНОГРАД МЯТА, ЗЕМЛЯНИКА, МУЛЬТИФРУКТ, ПЕСОЧНОЕ ПЕЧЕНЬЕ, ЧЕРЁМУХА, ЯГОДНЫЙ МИЛКШЕЙК;;
09.10.2025;Кравцов Денис;Cine & wine lounge;Москва, улица Академика Ильюшина, 12, 125319 • Russia, Moscow;;ГРУТ (МОЖЖЕВЕЛЬНИК КОРА ДУБА), ГРУША ГОРГОНЗОЛА, ДЫНЯ ЙОГУРТ, ПЕСОЧНОЕ ПЕЧЕНЬЕ;;
09.10.2025;Кравцов Денис;Base lounge&bar;Москва, Планетная улица, 45, стр. 2, 125319;;КОКОС, ОАЗИС (МАНГО ЛИЧИ АПЕЛЬСИН), САХАРНАЯ КЛЮКВА, СМОРОДИНА ЧАБРЕЦ;;
09.10.2025;Кравцов Денис;Берложа Lounge;Москва, Красноармейская улица, 10к2;;ГОЛУБИКА, ГРУТ (МОЖЖЕВЕЛЬНИК КОРА ДУБА), ЧЕРЁМУХА;;
09.10.2025;Дмитрий Мальков;Точка Дыма;Москва, улица Лётчика Бабушкина, 30, стр. 4;ПЕРСИК ЙОГУРТ, СЛИВОЧНЫЙ КРЕМ, ЧЕРНИЧНЫЙ СОРБЕТ;;;
09.10.2025;Дмитрий Мальков;Veresk Lounge;Москва, проезд Дежнёва, 13;;ГРУТ (МОЖЖЕВЕЛЬНИК КОРА ДУБА), ПЕСОЧНОЕ ПЕЧЕНЬЕ;;
09.10.2025;Шарков Роман;Секта;Республика Башкортостан, Уфа, улица Софьи Перовской, 56;АПЕЛЬСИН, КОКОС, КОЛА, ЛИМОН, ЛИМОНЧЕЛЛО, ПЕРСИК ЙОГУРТ, СЛИВОЧНЫЙ КРЕМ, ЧЕРНИЧНЫЙ СОРБЕТ, ЯГОДНЫЙ СМУЗИ, ЛАЙМ;ГОЛУБИКА, ГРУША ГОРГОНЗОЛА, КИВИ СЕЛЬДЕРЕЙ, КЛУБНИКА ОГУРЕЦ, ПЕСОЧНОЕ ПЕЧЕНЬЕ, СМОРОДИНА ЧАБРЕЦ, ЧЕРНОСЛИВ КЕДР, ЯГОДНЫЙ МИЛКШЕЙК;ГРЕЙПФРУТ;ГРЕЦКИЙ, ДЖИН, ЗЕМЛЯНИКА, КАРАМЕЛЬ, МОРКОВНЫЙ ФРЕШ
10.10.2025;Эдуард Цепелев;All Stars;Пермь, улица Луначарского, 99, 614068;АРБУЗНАЯ ЖВАЧКА, ДЫНЯ, КОКОС, МАЛИНА, МАЛИНОВАЯ КОЛА, МАНГО, СЛИВОЧНЫЙ КРЕМ, ЧЕРНИЧНЫЙ СОРБЕТ, ЯГОДНЫЙ СМУЗИ;АРБУЗ ЯГОДЫ, ГАСПАЧО, КОЛА КАРАМЕЛЬ, ЛАВАНДА ФЕЙХОА, ЧЕРНОСЛИВ КЕДР;ЧЕРНИКА РОМАШКА;АНАНАС, ГРЕЦКИЙ, ЗЕМЛЯНИКА, МАЛИНА, МАНГО, ЧЁРНЫЙ ПЕРЕЦ
10.10.2025;Дмитрий Мальков;Dungeon;Москва, Дмитровское шоссе, 98, 127247 • этаж 4;;БАРБАРИС, ГАСПАЧО, ГРЕЙПФРУТ, ГРУТ (МОЖЖЕВЕЛЬНИК КОРА ДУБА), ГРУША, ГРУША ГОРГОНЗОЛА, ДЫНЯ ЙОГУРТ, КАРАМЕЛЬ ЦИТРУС, КИСЛАЯ МАЛИНА, ЛАВАНДА ФЕЙХОА, МАЙ ТАЙ (РОМ ЛАЙМ АНАНАС МИНДАЛЬ), МУЛЬТИФРУКТ, СМОРОДИНА ЧАБРЕЦ, ЧЕРНОСЛИВ КЕДР, SWITTLES (ФРУКТОВОЕ ДРАЖЕ);КИСЛАЯ МАЛИНА, ТОРФЯНОЙ ВИСКИ, SWITTLES( ФРУКТОВОЕ ДРАЖЕ);
10.10.2025;Шарков Роман;Мята Lounge;Республика Башкортостан, Уфа, бульвар Ибрагимова, 90/2, 450006;АПЕЛЬСИН, КРАСНЫЙ ВИНОГРАД, ЛИМОН, ЛИМОНЧЕЛЛО, МАЛИНА, МАНГО, ЧЕРНИЧНЫЙ СОРБЕТ, PINK SHOT;ЁЛКИ ЯГОДЫ АНАНАС, КЛУБНИКА ОГУРЕЦ, КОКОС, МАРАСКИНО ЧЕРРИ, ОАЗИС (МАНГО ЛИЧИ АПЕЛЬСИН);SWITTLES( ФРУКТОВОЕ ДРАЖЕ);
10.10.2025;Левин Роман;Лава;@wrxXx00;АПЕЛЬСИН, АРБУЗНАЯ ЖВАЧКА, ДЫНЯ, КЛУБНИКА, КОЛА, ЛИМОН, МАЛИНА, МАНГО, КИСЛАЯ БУЗИНА;КОКОС, SWITTLES (ФРУКТОВОЕ ДРАЖЕ);;
10.10.2025;Дмитрий Мальков;To Mesto;Москва, улица 800-летия Москвы, вл14с1;АПЕЛЬСИН, МАНГО, ЛАЙМ;ГРУТ (МОЖЖЕВЕЛЬНИК КОРА ДУБА), ГРУША ГОРГОНЗОЛА, ЛАВАНДОВЫЙ ТОНИК, ЧЕРЁМУХА, ЧЕРНОСЛИВ КЕДР;АНАНАС, ГВОЗДИКА, КОРИЦА, ЛАВАНДА, ЧЕРНИКА РОМАШКА;ГРЕЦКИЙ, ЗЕМЛЯНИКА
10.10.2025;Шарков Роман;Smokelab;Республика Башкортостан, Уфа, бульвар Ибрагимова, 88;ДЫНЯ, КРАСНЫЙ ВИНОГРАД, ЛИМОНЧЕЛЛО, МАЛИНА, СЛИВОЧНЫЙ КРЕМ, ТРОПИЧЕСКИЙ СМУЗИ;ГАСПАЧО, ЧЕРНОСЛИВ КЕДР;;АНАНАС, ГРЕЦКИЙ, ДЖИН, ЗЕМЛЯНИКА, КАРАМЕЛЬ, МАЛИНА, МАНГО, МОРКОВНЫЙ ФРЕШ, МАРАКУЙЯ, ЛАЙМ, ВИНОГРАД
10.10.2025;Дмитрий Мальков;Остров Lounge;Москва, улица Сущёвский Вал, 16, стр. 1, 127018;;ГОЛУБИКА, МАРАСКИНО ЧЕРРИ, ЧЕРЁМУХА;;
10.10.2025;Дмитрий Мальков;Гнездо lounge ( москальян) ;Россия, Москва г., ул. Стромынка, д. 25 стр. 1;;АЛОЭ КЛУБНИКА, ГРУТ (МОЖЖЕВЕЛЬНИК КОРА ДУБА), ЗЕЛЕНЫЙ ЧАЙ, ПЕСОЧНОЕ ПЕЧЕНЬЕ, ЯГОДНЫЙ МИЛКШЕЙК;;
10.10.2025;Шарков Роман;Секта;Республика Башкортостан, Уфа, проспект Октября, 115, 450075;АПЕЛЬСИН, КИСЛАЯ СМОРОДИНА, КОКОС, КРАСНЫЙ ВИНОГРАД, ЛИМОН, МАНГО, ПЕРСИК ЙОГУРТ, ТРОПИЧЕСКИЙ СМУЗИ, ЯГОДНЫЙ СМУЗИ;БАЗИЛИК ЛАЙМ, ГРУТ (МОЖЖЕВЕЛЬНИК КОРА ДУБА), ДЫНЯ ЙОГУРТ, ЗЕЛЕНЫЙ ЧАЙ, КИВИ СЕЛЬДЕРЕЙ, ЛАВАНДОВЫЙ ТОНИК, МЯТНАЯ КОНФЕТА, ПОСЛЕДНИЙ САМУРАЙ (ВАНИЛЬ ВИШНЯ ЖАСМИН), ЯГОДНЫЙ МИЛКШЕЙК;УРАЛ;ДЖИН, МАЛИНА, ЧЁРНЫЙ ПЕРЕЦ
10.10.2025;Дмитрий Мальков;Moroshka Lounge;Москва, Широкая улица, 6, 127282 • Moroshka, этаж 2;ЧЕРНИЧНЫЙ СОРБЕТ, ЯГОДНЫЙ СМУЗИ, КИСЛАЯ БУЗИНА;АЛОЭ КЛУБНИКА, ВИШНЁВЫЙ СОК, ВИНОГРАДНЫЙ НАПИТОК, ГОЛУБИКА, ДЫНЯ ЙОГУРТ, ЗЕЛЁНОЕ ЯБЛОКО ( БЕЗ АНИСА), ЗЕМЛЯНИКА, ИНДИГО (ЧЕРНИКА МАЛИНА БУЗИНА), ЛАВАНДОВЫЙ ТОНИК, ЛИМОНЧЕЛЛО, МАНДАРИН, МАРАКУЙЯ, МАРАСКИНО ЧЕРРИ, МУЛЬТИФРУКТ, ПЕРСИК, ПЕСОЧНОЕ ПЕЧЕНЬЕ, ПОСЛЕДНИЙ САМУРАЙ (ВАНИЛЬ ВИШНЯ ЖАСМИН), СМОРОДИНА ЧАБРЕЦ, ЧЕРЁМУХА, ЧУПА ЭНЕРДЖИ, ЯГОДНЫЙ, SWITTLES (ФРУКТОВОЕ ДРАЖЕ), АРБУЗ ДЫНЯ, КИСЛЫЙ ЯГОДНЫЙ;АНАНАС, ГВОЗДИКА, ГРЕЙПФРУТ, ЛЕДЕНЦЫ ЛИМОН ДЫНЯ, СЛИВА АБРИКОС, УРАЛ;
11.10.2025;Эдуард Цепелев;Space Sisha;Пермь, шоссе Космонавтов, 120/1, 614087;;;УРАЛ;
11.10.2025;Эдуард Цепелев;Кладовка;Пермь, Комсомольский проспект, 31А, 614000 • этаж -1;КЛУБНИКА, МАЛИНА, ТРОПИЧЕСКИЙ СМУЗИ, ЧЕРНИЧНЫЙ СОРБЕТ;ЗЕЛЕНЫЙ ЧАЙ, КАРАМЕЛЬ ЦИТРУС, МУЛЬТИФРУКТ, ПЕСОЧНОЕ ПЕЧЕНЬЕ, СМОРОДИНА ЧАБРЕЦ;КОРИЦА, ТОРФЯНОЙ ВИСКИ, SWITTLES( ФРУКТОВОЕ ДРАЖЕ);АНАНАС, ДЖИН, ЗЕМЛЯНИКА, МАЛИНА, МАНГО
12.10.2025;Шарков Роман;Три угля;Республика Башкортостан, Уфа, Бакалинская улица, 29 • этаж 1;АПЕЛЬСИН, АРБУЗНАЯ ЖВАЧКА, ДЫНЯ, КИСЛАЯ СМОРОДИНА, КЛУБНИКА, КОКОС, КОЛА, КРАСНЫЙ ВИНОГРАД, ЛИМОНЧЕЛЛО, МАЛИНОВАЯ КОЛА, ПЕРСИК ЙОГУРТ, СЛИВОЧНЫЙ КРЕМ, ТРОПИЧЕСКИЙ СМУЗИ, ХВОЯ, ЧЕРНИЧНЫЙ СОРБЕТ, PINK SHOT, ЛАЙМ;ГОЛУБИКА, ГРУТ (МОЖЖЕВЕЛЬНИК КОРА ДУБА), ЗЕЛЕНЫЙ ЧАЙ;КОРИЦА, SWITTLES( ФРУКТОВОЕ ДРАЖЕ);АНАНАС, БАЗА, ГРЕЦКИЙ, ДЖИН, ЗЕМЛЯНИКА, КАРАМЕЛЬ, МАЛИНА, МАНГО, МОРКОВНЫЙ ФРЕШ, ЧЁРНЫЙ ПЕРЕЦ
12.10.2025;Шарков Роман;Чалбар;Республика Башкортостан, Уфа, улица 50-летия Октября, 26 • этаж 2;ДЫНЯ, КОЛА, ЛИМОНЧЕЛЛО, СЛИВОЧНЫЙ КРЕМ, ТРОПИЧЕСКИЙ СМУЗИ, ХВОЯ, ЯГОДНЫЙ СМУЗИ, PINK SHOT;БАРБАРИС, ГАСПАЧО, ГОЛУБИКА, ГРУША ГОРГОНЗОЛА, ЗЕЛЁНОЕ ЯБЛОКО ( БЕЗ АНИСА), КЛУБНИКА ОГУРЕЦ, ПЕСОЧНОЕ ПЕЧЕНЬЕ;АРБУЗ, ЧЁРНАЯ СМОРОДИНА;ГРЕЦКИЙ, КАРАМЕЛЬ, МАЛИНА, МАНГО, МОРКОВНЫЙ ФРЕШ, ЧЁРНЫЙ ПЕРЕЦ
12.10.2025;Шарков Роман;Beton Lounge & Bar;Республика Башкортостан, Уфа, улица Мустая Карима, 4;АПЕЛЬСИН, ДЫНЯ, КИСЛАЯ СМОРОДИНА, МАЛИНА, МАНГО, СЛИВОЧНЫЙ КРЕМ, ТРОПИЧЕСКИЙ СМУЗИ, ЧЕРНИЧНЫЙ СОРБЕТ, ЯГОДНЫЙ СМУЗИ;БАРБАРИС, ВИШНЁВЫЙ СОК, ГАСПАЧО, ЗЕЛЕНЫЙ ЧАЙ, ПЕСОЧНОЕ ПЕЧЕНЬЕ, ПОСЛЕДНИЙ САМУРАЙ (ВАНИЛЬ ВИШНЯ ЖАСМИН), ЧЕРЁМУХА;ЛАВАНДА, ЧЁРНАЯ СМОРОДИНА;
12.10.2025;Одинцов Александр;Антресоль;Свободы 12б;АПЕЛЬСИН, ДЫНЯ, КИСЛАЯ СМОРОДИНА, КОЛА, КРАСНЫЙ ВИНОГРАД, МАЛИНА, МАНГО, ЯГОДНЫЙ СМУЗИ, PINK SHOT, КИВИ;ГАСПАЧО, ГРУТ (МОЖЖЕВЕЛЬНИК КОРА ДУБА), ГРУША ГОРГОНЗОЛА, ЗЕЛЁНОЕ ЯБЛОКО ( БЕЗ АНИСА), ЗЕЛЕНЫЙ ЧАЙ, ЗЕМЛЯНИКА, КАРАМЕЛЬ ЦИТРУС, КОКОС, ЛИМОН, МАНДАРИН, МАРАСКИНО ЧЕРРИ, МУЛЬТИФРУКТ, ПЕСОЧНОЕ ПЕЧЕНЬЕ, СМОРОДИНА ЧАБРЕЦ, ЧЕРЁМУХА, ЧЕРНОСЛИВ КЕДР, SWITTLES (ФРУКТОВОЕ ДРАЖЕ);АРБУЗ, ГВОЗДИКА, КОРИЦА;ДЖИН, КАРАМЕЛЬ, ЧЁРНЫЙ ПЕРЕЦ, МАРАКУЙЯ
12.10.2025;Одинцов Александр;Check-In;Кирова 13;;АНАНАC, ГРУША, КОКОС, КОЛА КАРАМЕЛЬ, ЛИМОН, ОАЗИС (МАНГО ЛИЧИ АПЕЛЬСИН), ЯГОДНЫЙ;ТОРФЯНОЙ ВИСКИ;
13.10.2025;Эдуард Цепелев;Бьёрн;Пермь, улица Крисанова, 20А, 614068 • этаж цокольный;КИСЛАЯ СМОРОДИНА, ТРОПИЧЕСКИЙ СМУЗИ, ЯГОДНЫЙ СМУЗИ;ГАСПАЧО, ПЕСОЧНОЕ ПЕЧЕНЬЕ;ГВОЗДИКА, КОРИЦА;БАЗА, КАРАМЕЛЬ, МАНГО, МОРКОВНЫЙ ФРЕШ, ЛАЙМ, ВИНОГРАД
13.10.2025;Дмитрий Мальков;Мята Lounge;Москва, Россошанская улица, 4, корп. 1, 117535 • этаж 2;СЛИВОЧНЫЙ КРЕМ;КОКОС, МАРАСКИНО ЧЕРРИ, ОАЗИС (МАНГО ЛИЧИ АПЕЛЬСИН), ЧЕРЁМУХА;;КАРАМЕЛЬ
13.10.2025;Голев Вадим;САХАРА lounge;Проспект Ленина, 49;КИСЛАЯ СМОРОДИНА, КЛУБНИКА, МАНГО, ХВОЯ, PINK SHOT, КИВИ;ГРУТ (МОЖЖЕВЕЛЬНИК КОРА ДУБА), ЗЕМЛЯНИКА, КИВИ СЕЛЬДЕРЕЙ, КИСЛАЯ МАЛИНА, ЛАВАНДОВЫЙ ТОНИК, ЛИМОНЧЕЛЛО, МАРАКУЙЯ, ПЕСОЧНОЕ ПЕЧЕНЬЕ;АНАНАС, АРБУЗ, ГРЕЙПФРУТ, ЗЕМЛЯНИКА ЛЕМОНГРАСС, КИСЛАЯ МАЛИНА, ЛАВАНДА, ПЕСОЧНОЕ ПЕЧЕНЬЕ, ЧЁРНАЯ СМОРОДИНА, ЧЕРНИКА РОМАШКА;МАРАКУЙЯ
13.10.2025;Дмитрий Мальков;Sparta Chill & Bar;Москва, Липецкая улица, 2, корп. 7, 115404;;ГРУТ (МОЖЖЕВЕЛЬНИК КОРА ДУБА), ИНДИГО (ЧЕРНИКА МАЛИНА БУЗИНА), КОКОС, ЛИМОН, МУЛЬТИФРУКТ, ПЕСОЧНОЕ ПЕЧЕНЬЕ, ЧЕРНИКА ЙОГУРТ, ЧЕРНОСЛИВ КЕДР, ЯГОДНЫЙ МИЛКШЕЙК, КИСЛЫЙ ЯГОДНЫЙ;СЛИВА АБРИКОС, УРАЛ;
13.10.2025;Голев Вадим;6.24;Проспект Ленина, 49;ЛИМОН, ТРОПИЧЕСКИЙ СМУЗИ, ЯГОДНЫЙ СМУЗИ;ГАСПАЧО, ГРУТ (МОЖЖЕВЕЛЬНИК КОРА ДУБА), ГРУША ГОРГОНЗОЛА, ЗЕЛЕНЫЙ ЧАЙ, КИВИ СЕЛЬДЕРЕЙ, ПЕСОЧНОЕ ПЕЧЕНЬЕ, СМОРОДИНА КРЫЖОВНИК;;
13.10.2025;Дмитрий Мальков;PS lounge;Москва, 6-я Радиальная улица, 5, корп. 4;;АЛОЭ КЛУБНИКА, АРБУЗ ЯГОДЫ, ГАСПАЧО, ГРУША ГОРГОНЗОЛА, ЁЛКИ ЯГОДЫ АНАНАС, ЗЕМЛЯНИКА, КАРАМЕЛЬ ЦИТРУС, КИВИ СЕЛЬДЕРЕЙ, МУЛЬТИФРУКТ, ПЕСОЧНОЕ ПЕЧЕНЬЕ, ЯГОДНЫЙ МИЛКШЕЙК, SWITTLES (ФРУКТОВОЕ ДРАЖЕ);АНАНАС, ЗЕЛЕНЫЙ ЧАЙ, ЛЕДЕНЦЫ ЛИМОН ДЫНЯ, МАЛИНА ЛИЧИ БАЗИЛИК, ПЕСОЧНОЕ ПЕЧЕНЬЕ, СЛИВА АБРИКОС, УРАЛ, ЧЁРНАЯ СМОРОДИНА, ЧУПА ЭНЕРДЖИ, SWITTLES( ФРУКТОВОЕ ДРАЖЕ);
13.10.2025;Голев Вадим;Pereplёt;Проспект Ленина, 49;ЛИМОНЧЕЛЛО, PINK SHOT, ЛАЙМ;ГАСПАЧО, ГОЛУБИКА, ГРУТ (МОЖЖЕВЕЛЬНИК КОРА ДУБА);;
14.10.2025;Голев Вадим;Цоколь;Улица 8 Марта, 130;АПЕЛЬСИН, АРБУЗНАЯ ЖВАЧКА, ЛИМОН, МАНГО, СЛИВОЧНЫЙ КРЕМ, ХВОЯ, ЯГОДНЫЙ СМУЗИ, PINK SHOT;ГАСПАЧО, ГРУША ГОРГОНЗОЛА, ЛАВАНДОВЫЙ ТОНИК, ЧЕРЁМУХА, ЧУПА ЭНЕРДЖИ, SWITTLES (ФРУКТОВОЕ ДРАЖЕ);;
14.10.2025;Чечин Илья;To the Moon;ЖК Столичный, Чистопольская улица, 88;АПЕЛЬСИН, ДЫНЯ, КИСЛАЯ СМОРОДИНА, КЛУБНИКА, КОКОС, КОЛА, КРАСНЫЙ ВИНОГРАД, ЛИМОНЧЕЛЛО, МАЛИНА, МАНГО, СЛИВОЧНЫЙ КРЕМ, ЧЕРНИЧНЫЙ СОРБЕТ, ЯГОДНЫЙ СМУЗИ, PINK SHOT, ЛАЙМ;СМОРОДИНА КРЫЖОВНИК;;
14.10.2025;Эдуард Цепелев;Lounge Park;Пермь, улица Мира, 78, 614036 • этаж цокольный;;МАЙ ТАЙ (РОМ ЛАЙМ АНАНАС МИНДАЛЬ), ФРУКТОВАЯ КОНФЕТА;ГВОЗДИКА, КОРИЦА;КАРАМЕЛЬ, МОРКОВНЫЙ ФРЕШ, ЛАЙМ
14.10.2025;Чечин Илья;Lianel ;Улица Мусина, 1;;;;
14.10.2025;Голев Вадим;Блок;Улица 8 Марта, 169;АПЕЛЬСИН, ДЫНЯ, ЛИМОН, МАЛИНА, ТРОПИЧЕСКИЙ СМУЗИ, ЧЕРНИЧНЫЙ СОРБЕТ, ЯГОДНЫЙ СМУЗИ;ГРУТ (МОЖЖЕВЕЛЬНИК КОРА ДУБА), ГРУША ГОРГОНЗОЛА, КИВИ СЕЛЬДЕРЕЙ, ЛАВАНДА ФЕЙХОА, МАНДАРИН, САХАРНАЯ КЛЮКВА, СМОРОДИНА КРЫЖОВНИК, СМОРОДИНА ЧАБРЕЦ, ЧЕРЁМУХА, ЧЕРНОСЛИВ КЕДР, ЯГОДНЫЙ МИЛКШЕЙК;КОРИЦА, ЛАВАНДА;
14.10.2025;Шарков Роман;Министерство Магии by S. L. O. N.;Республика Башкортостан, Уфа, улица Крупской, 4;АПЕЛЬСИН, КИСЛАЯ СМОРОДИНА, ТРОПИЧЕСКИЙ СМУЗИ, ЧЕРНИЧНЫЙ СОРБЕТ, ЯГОДНЫЙ СМУЗИ;МАЙ ТАЙ (РОМ ЛАЙМ АНАНАС МИНДАЛЬ), ПОСЛЕДНИЙ САМУРАЙ (ВАНИЛЬ ВИШНЯ ЖАСМИН), СМОРОДИНА КРЫЖОВНИК, ФРУКТОВАЯ КОНФЕТА, ХОЛОДОК;КИСЛАЯ МАЛИНА, МАЛИНА ЛИЧИ БАЗИЛИК, СЛИВА АБРИКОС, ЧУПА ЭНЕРДЖИ;ДЖИН
14.10.2025;Шарков Роман;Плед Лаунж;Республика Башкортостан, Уфа, улица Мустая Карима, 41 • этаж цокольный;АПЕЛЬСИН, АРБУЗНАЯ ЖВАЧКА, ДЫНЯ, КЛУБНИКА, ЛИМОН, МАЛИНОВАЯ КОЛА, МАНГО, ПЕРСИК ЙОГУРТ, ТРОПИЧЕСКИЙ СМУЗИ, ХВОЯ, ЧЕРНИЧНЫЙ СОРБЕТ, ЯГОДНЫЙ СМУЗИ, SUPER ICE;ДЫНЯ ЙОГУРТ, КАРАМЕЛЬ ЦИТРУС, КИСЛАЯ МАЛИНА, МУЛЬТИФРУКТ, ЧЕРЁМУХА, SWITTLES (ФРУКТОВОЕ ДРАЖЕ);КОРИЦА;
